message,label
"বাড়িতে বসে কাজ করুন এবং প্রতি সপ্তাহে ₹৫০,০০০ আয় করুন।",scam
Your bank account is at risk. Verify now.,fraud
Are you free for dinner tonight?,ham
"एक नया फोन जीतने का मौका, अभी क्लिक करें।",scam
अपना KYC अपडेट करें वरना खाता बंद हो जाएगा।,fraud
Get free recharge using this code.,spam
अपना KYC अपडेट करें वरना खाता बंद हो जाएगा।,fraud
क्या आज मिल सकते हैं?,ham
क्लास कब खत्म होगी?,ham
"আপনি ₹১,০০,০০০ জিতেছেন! এখনই দাবি করুন!",scam
"আপনি ₹১,০০,০০০ জিতেছেন! এখনই দাবি করুন!",scam
আপনার কার্ড বন্ধ হয়ে যাবে। অবিলম্বে কাজ করুন।,fraud
বিনামূল্যে ফোন জিতুন! লিঙ্কে ক্লিক করুন।,scam
৬০% ছাড়ে জুতো! এখনই অর্ডার করুন।,spam
"आपका बैंक खाता असुरक्षित है, अभी सत्यापित करें।",fraud
৬০% ছাড়ে জুতো! এখনই অর্ডার করুন।,spam
"সীমিত সময়ের অফার, মিস করবেন না!",spam
দয়া করে আপনার KYC আপডেট করুন।,fraud
क्या आज मिल सकते हैं?,ham
"You've won a lottery of ₹1,00,000. Claim now!",scam
৬০% ছাড়ে জুতো! এখনই অর্ডার করুন।,spam
বিনামূল্যে ফোন জিতুন! লিঙ্কে ক্লিক করুন।,scam
দয়া করে আপনার KYC আপডেট করুন।,fraud
এই কোডটি ব্যবহার করে রিচার্জ করুন।,spam
"घर बैठे काम करें और ₹50,000 कमाएँ।",scam
Are you free for dinner tonight?,ham
Call me when you're done.,ham
আমার সাথে একটু দেখা করবি?,ham
আজ সন্ধ্যায় সিনেমা দেখতে যাবো?,ham
यह ऑफर सीमित समय के लिए है।,spam
इस कोड से फ्री रिचार्ज पाएं।,spam
क्लास कब खत्म होगी?,ham
यह ऑफर सीमित समय के लिए है।,spam
Hurry! Limited-time offer on electronics.,spam
"বাড়িতে বসে কাজ করুন এবং প্রতি সপ্তাহে ₹৫০,০০০ আয় করুন।",scam
We detected unusual activity. Click to secure your account.,fraud
"आपने ₹1,00,000 की लॉटरी जीती है!",scam
আমার সাথে একটু দেখা করবি?,ham
Hurry! Limited-time offer on electronics.,spam
आपका एटीएम कार्ड बंद किया जा सकता है।,fraud
"आपका बैंक खाता असुरक्षित है, अभी सत्यापित करें।",fraud
अपना KYC अपडेट करें वरना खाता बंद हो जाएगा।,fraud
क्लास कब खत्म होगी?,ham
जूते पर 60% की छूट!,spam
Call me when you're done.,ham
আপনার ব্যাঙ্ক অ্যাকাউন্ট ঝুঁকির মধ্যে রয়েছে। এখনই যাচাই করুন।,fraud
इस कोड से फ्री रिचार्ज पाएं।,spam
Call me when you're done.,ham
দয়া করে আপনার KYC আপডেট করুন।,fraud
"एक नया फोन जीतने का मौका, अभी क्लिक करें।",scam
আমার সাথে একটু দেখা করবি?,ham
Get free recharge using this code.,spam
আমার সাথে একটু দেখা করবি?,ham
"Work from home and earn ₹50,000 per week.",scam
Flat 50% off on shoes. Shop now!,spam
जूते पर 60% की छूट!,spam
Final warning: Your card will be blocked. Act now.,fraud
"आपने ₹1,00,000 की लॉटरी जीती है!",scam
Your bank account is at risk. Verify now.,fraud
यह ऑफर सीमित समय के लिए है।,spam
"आपने ₹1,00,000 की लॉटरी जीती है!",scam
यह ऑफर सीमित समय के लिए है।,spam
Get free recharge using this code.,spam
Hurry! Limited-time offer on electronics.,spam
Your bank account is at risk. Verify now.,fraud
क्या आज मिल सकते हैं?,ham
আপনার কার্ড বন্ধ হয়ে যাবে। অবিলম্বে কাজ করুন।,fraud
We detected unusual activity. Click to secure your account.,fraud
"Work from home and earn ₹50,000 per week.",scam
"एक नया फोन जीतने का मौका, अभी क्लिक करें।",scam
Get free recharge using this code.,spam
দয়া করে আপনার KYC আপডেট করুন।,fraud
"आपका बैंक खाता असुरक्षित है, अभी सत्यापित करें।",fraud
Are you free for dinner tonight?,ham
"বাড়িতে বসে কাজ করুন এবং প্রতি সপ্তাহে ₹৫০,০০০ আয় করুন।",scam
